Tutorial Group,Student ID,School,Name,Gender,CGPA
G-26,3534,EEE,Anna Alvarado,Female,4.11
G-26,2613,ADM,Lisa Walton,Female,4.01
G-26,3544,WKW SCI,Melissa Craig,Female,3.83
G-27,2110,EEE,Amanda Deleon,Female,4.07
G-27,2739,CoE,Tiffany Phelps,Female,3.96
G-27,2798,CCDS,Christopher Ferguson,Male,3.98
G-27,92,CoE,Michael Davis,Male,3.97
G-27,4278,CoB (NBS),Kimberly Perkins,Female,4.08
G-27,1544,CCEB,Brady Mitchell,Male,4.0
G-27,3704,CoB (NBS),Alexandria Cook,Female,3.97
G-27,4682,ADM,Heidi Anderson MD,Female,3.93
G-27,5219,SoH,Robert Tyler,Male,4.07
G-27,2882,SPMS,Ryan Solis,Male,3.97
G-27,3814,CoE,Michael Wells,Male,4.04
G-27,3758,WKW SCI,Brittany Hopkins,Female,4.07
G-27,2482,CoB (NBS),Monique Lewis,Female,4.13
G-27,3836,MSE,Michael Jones,Male,4.1
G-27,5805,SoH,Monica Howard,Female,4.01
G-27,4918,SoH,Melissa Morris,Female,3.79
G-27,499,WKW SCI,Alicia Chandler,Female,3.84
G-27,3888,MAE,Ashlee Clark,Female,3.88
G-27,2898,SBS,Tiffany Johnson,Female,4.15
G-27,263,ASE,Stephen Harris,Male,4.07
G-27,2288,EEE,Brandy Olson,Female,4.06
G-27,1976,ADM,Jason Lewis,Male,4.04
G-27,3116,SoH,Travis Warren,Male,3.93
G-27,197,EEE,Emily James,Female,4.01
G-27,2569,NIE,Jessica Brock,Female,3.91
G-27,3967,SoH,Stacey Lee,Female,4.06
G-27,5510,NIE,Kirsten Robbins,Female,3.96
G-27,2193,MSE,Crystal Smith,Female,3.85
G-27,1267,MSE,Erica Burns,Female,3.98
G-27,461,CoB (NBS),David Boyd,Male,3.99
G-27,4436,SPMS,Chase Martinez DVM,Male,4.03
G-27,1331,WKW SCI,Alexis Smith,Female,3.95
G-27,4897,WKW SCI,Angel Moon,Female,3.96
G-27,5383,ADM,Jessica Payne,Female,3.97
G-27,4332,SSS,Richard Walker,Male,4.02
G-27,2114,WKW SCI,Steven Clements,Male,4.04
G-27,3742,ASE,Seth Anderson,Male,4.06
G-27,3859,CoB (NBS),Sarah Carter,Female,3.97
G-27,3986,SPMS,Sherry Hernandez,Female,3.88
G-27,3360,SPMS,Joseph Smith,Male,3.72
G-27,2342,NIE,Alejandra Martin,Female,4.11
G-27,1402,MAE,Benjamin Baker,Male,4.18
G-27,3471,SoH,Beth Harris,Female,4.05
G-27,1340,CCDS,Jennifer Ross,Female,3.95
G-27,3067,EEE,Kimberly Alvarado,Female,3.92
G-27,4133,SSS,Rachel Mendoza,Female,3.94
G-27,861,WKW SCI,Bonnie Jordan,Female,4.07
G-27,2101,SBS,Angela Lee,Female,4.05
G-27,3592,SSS,Kevin Davis,Male,3.99
G-27,3012,CoB (NBS),Joseph Wolfe,Male,3.96
G-28,530,SBS,Rachel Costa,Female,4.08
G-28,1825,SoH,James Montgomery,Male,3.95
G-28,5882,WKW SCI,Thomas Bright,Male,4.07
G-28,3968,SoH,Nicholas Lawrence,Male,3.9
G-28,2526,NIE,Jacob Jones,Male,3.99
G-28,2767,CoE,Natalie Evans,Female,4.03
G-28,781,NIE,Regina Contreras,Female,4.04
G-28,3219,CCEB,Brian Smith,Male,3.99
G-28,57,ASE,Sarah Munoz MD,Female,3.88
G-28,1088,CoB (NBS),Robert Price,Male,4.08
G-28,1927,SBS,Elizabeth Perez,Female,3.92
G-28,2768,CCEB,Darlene Oneill,Female,3.95
G-28,5436,CoE,Russell Crawford,Male,3.86
G-28,371,MAE,Henry Myers,Male,3.96
G-28,682,MAE,Evan Butler,Male,3.99
G-28,3264,NIE,Victoria Kim,Female,4.0
G-28,569,SSS,Sarah Perry DVM,Female,4.07
G-28,3374,ASE,Tiffany Jordan,Female,3.95
G-28,5932,MAE,Phillip Harris,Male,4.22
G-28,2618,CCEB,Melanie Hunter,Female,4.03
G-28,130,CoE,Tammy Hayes,Female,4.07
G-28,5452,MSE,Sheila Fitzpatrick,Female,3.89
G-28,3384,NIE,David Smith,Male,3.88
G-28,1262,SPMS,Jack Mckinney,Male,4.05
G-28,5351,SPMS,David Carney,Male,3.86
G-28,2062,CoB (NBS),Samuel Mitchell,Male,3.8
G-28,2210,WKW SCI,Julia Johnson,Female,3.91
G-28,1301,EEE,Ann Vazquez,Female,4.06
G-28,4516,ASE,Tracy Guzman,Female,3.89
G-28,3553,CoB (NBS),Kelli Dixon,Female,3.98
G-28,86,SoH,Tyler Mendoza,Male,3.99
G-28,5628,CoE,Amy Brown,Female,3.98
G-28,4727,ASE,Joshua Harris,Male,4.03
G-28,3956,EEE,Julie Scott,Female,3.91
G-28,3809,ASE,William Harmon,Male,3.99
G-28,3326,WKW SCI,Nicole Reeves,Female,4.1
G-28,4284,NIE,Tammy Tanner,Female,3.98
G-28,5770,EEE,Amanda Foster,Female,3.96
G-28,5218,SSS,Lisa Ramos,Female,4.0
G-28,1687,SoH,James Williams,Male,3.95
G-28,3249,SPMS,Gabriel Carroll,Male,4.17
G-28,2391,NIE,Angela Mccarthy,Female,4.01
G-28,229,CoE,Jordan Chan,Male,4.0
G-28,222,EEE,Kathleen May,Female,4.07
G-28,1785,WKW SCI,Lisa Martin,Female,3.93
G-28,2440,CoE,Kimberly Bennett,Female,4.21
G-28,4763,CCEB,Thomas Schroeder,Male,4.05
G-28,650,MSE,Victoria Wilson,Female,4.13
G-28,1704,SPMS,Mary Adams,Female,3.95
G-28,3930,ADM,Julie Mcdonald,Female,3.97
G-29,5190,CCEB,Shannon Orr DVM,Female,4.02
G-29,4998,MAE,Jennifer Stevens,Female,4.18
G-29,196,SoH,James Young,Male,3.93
G-29,5176,EEE,Lisa Obrien,Female,3.91
G-29,1913,SSS,Clifford Diaz,Male,4.03
G-29,2080,CCEB,Lauren Anderson,Female,3.96
G-29,5555,CCDS,David Rios Jr.,Male,4.15
G-29,4406,SSS,Daniel Estrada,Male,3.83
G-29,5133,CCEB,Paula Benjamin,Female,4.0
G-29,230,SoH,Rhonda Johnson,Female,3.86
G-29,2734,MSE,Christine Marsh,Female,3.98
G-29,761,SSS,Thomas Robinson PhD,Male,4.03
G-29,5693,SoH,Eric Hanson,Male,3.92
G-29,4822,CCEB,Sara Johnson,Female,4.08
G-29,1107,SBS,Wayne Cardenas,Male,3.91
G-29,4392,CoB (NBS),Shawn Franco,Male,3.99
G-29,1320,CoB (NBS),Andrew King,Male,4.12
G-29,2789,CCDS,Jorge Acevedo,Male,4.06
G-29,2804,ADM,Gregory Moore,Male,4.04
G-29,5192,SSS,Jessica Davenport,Female,3.96
G-29,2070,CoB (NBS),Erica Reynolds,Female,4.08
G-29,989,CoB (NBS),Kimberly Rodriguez,Female,3.99
G-29,4813,SSS,Jason Castro,Male,4.12
G-29,569,MSE,Sarah Lyons,Female,3.97
G-29,368,ADM,Shawn May,Male,4.04
G-29,3871,SBS,Douglas George,Male,4.0
G-29,5628,MAE,Anthony Mccarthy,Male,3.96
G-29,5941,CoB (NBS),Patrick Campbell,Male,4.0
G-29,1402,MSE,Shawna Barrera,Female,3.85
G-29,758,ADM,Shari Baldwin,Female,4.13
G-29,5027,SBS,Donna Greene,Female,4.1
G-29,845,MAE,Zachary French,Male,4.13
G-29,951,CoE,Beth Knight,Female,4.28
G-29,738,SoH,Rhonda Williams,Female,4.06
G-29,2474,SPMS,Christopher Smith,Male,4.02
G-29,3475,EEE,Robert Sosa,Male,4.28
G-29,110,WKW SCI,Linda Brandt,Female,4.01
G-29,5959,WKW SCI,Kevin Green,Male,4.11
G-29,728,SPMS,Christopher Walker,Male,3.94
G-29,3643,CCDS,Mark Vargas,Male,3.97
G-29,592,NIE,James Hall,Male,4.06
G-29,246,MAE,Erica Le,Female,3.92
G-29,2313,MSE,John Weaver,Male,3.97
G-29,3027,WKW SCI,Judy Manning,Female,3.92
G-29,111,WKW SCI,Austin Williams Jr.,Male,4.08
G-29,1251,SPMS,Autumn Hess,Female,3.98
G-29,19,NIE,Grace Miller,Female,4.0
G-29,270,SSS,Christina Lynch,Female,3.84
G-29,1821,NIE,Steven Hall,Male,3.91
G-29,4621,MSE,Heather Soto,Female,4.05
G-30,2808,MAE,Amanda Evans,Female,4.05
G-30,3723,SBS,Marcus Cline,Male,3.93
G-30,974,WKW SCI,Mark Perez,Male,4.19
G-30,5903,SSS,Kimberly Thomas,Female,4.06
G-30,1014,ASE,John Hawkins,Male,3.96
G-30,1533,SSS,Alan Hernandez,Male,3.84
G-30,5117,SSS,Robert Brown,Male,4.09
G-30,1535,SoH,Tammy Dorsey,Female,4.19
G-30,3933,EEE,Leah Cross,Female,3.82
G-30,904,CoB (NBS),Jessica Bennett,Female,4.09
G-30,49,MSE,Caleb Keller,Male,3.94
G-30,626,SPMS,David Johnson,Male,4.02
G-30,2479,EEE,Jesse Stevens,Male,4.06
G-30,2956,ADM,Carlos Strickland,Male,4.02
G-30,85,SPMS,Katherine Coleman,Female,4.1
G-30,92,CCDS,Tyler Wells,Male,4.06
G-30,3426,MSE,Laura Shaw,Female,3.97
G-30,3507,CCDS,Jill Hurley,Female,4.08
G-30,4087,ADM,Calvin Shepard,Male,3.97
G-30,2726,EEE,Melissa Hernandez,Female,3.85
G-30,4948,MAE,Brian Robertson,Male,3.9
G-30,665,SoH,Stephanie Ramos,Female,4.07
G-30,4735,NIE,John Webster,Male,4.08
G-30,5632,MAE,Jared Mcdaniel,Male,3.91
G-30,2398,SSS,Kirsten Hill,Female,3.91
G-30,5145,MSE,William Willis,Male,3.96
G-30,181,SSS,Nicholas Becker,Male,4.03
G-30,3339,SSS,Anna Harvey,Female,4.0
G-30,5459,EEE,Emily Smith,Female,4.09
G-30,3321,WKW SCI,Johnathan Long,Male,3.78
G-30,1378,SPMS,Michele Johnson,Female,3.84
G-30,3600,CoB (NBS),Jordan Bentley,Male,4.11
G-30,5383,MSE,Matthew Stevenson,Male,4.04
G-30,889,ASE,Austin Williams,Male,3.86
G-30,5685,MSE,Hayley Livingston,Female,4.0
G-30,4719,MSE,Angel Greer,Male,3.99
G-30,5982,CCEB,Miguel Mccall,Male,3.99
G-30,1036,SSS,Melissa Molina,Female,3.97
G-30,2769,EEE,Mia Flowers,Female,3.92
G-30,2166,MAE,Tracy Ross,Male,4.06
G-30,3546,CCDS,Cynthia Ellis,Female,4.08
G-30,1591,CoB (NBS),Angela Harper,Female,4.06
G-30,915,CCDS,Melanie Yang,Female,3.94
G-30,5314,SPMS,Tony Fuentes,Male,3.88
G-30,5826,CCEB,Kenneth Davis,Male,3.88
G-30,1707,SSS,Timothy West,Male,3.87
G-30,626,MSE,Laura Cannon,Female,4.03
G-30,3531,MSE,Brian Mayer,Male,4.14
G-30,3991,WKW SCI,Judith Whitney,Female,3.67
G-30,537,CCDS,Ruth Nolan,Female,3.88
G-31,5554,SBS,Gina Jones,Female,3.95
G-31,4751,CCDS,Sarah Vazquez DDS,Female,3.84
G-31,3751,SPMS,Robert Montgomery,Male,4.33
G-31,925,SoH,Jocelyn Case,Female,4.01
G-31,5654,SoH,Caleb Bell,Male,4.03
G-31,315,CoB (NBS),Jessica Lester,Female,4.06
G-31,3794,MAE,Stephen Rosario PhD,Male,4.03
G-31,3698,CCEB,William Norton,Male,3.89
G-31,3502,WKW SCI,John Pierce,Male,4.1
G-31,5779,ASE,Robert Reeves,Male,3.78
G-31,2799,WKW SCI,Sheryl Singleton,Female,4.19
G-31,1827,CoE,Angela Brown,Female,3.88
G-31,5670,MAE,Deborah Crosby,Female,4.11
G-31,5061,SSS,Brian Jones,Male,3.93
G-31,249,NIE,Rhonda Garza,Female,4.13
G-31,1992,MAE,Megan Fernandez,Female,3.88
G-31,1464,SoH,Dorothy Brown,Female,3.79
G-31,362,CCEB,Austin Hayden,Male,4.04
G-31,4486,CCDS,Jennifer Bradshaw,Female,4.0
G-31,3373,WKW SCI,Jaime Fuller,Male,3.93
G-31,2058,CCDS,Priscilla Morris,Female,4.03
G-31,4622,MSE,Melanie Brown,Female,3.91
G-31,2826,MAE,Destiny Thomas,Female,4.06
G-31,5050,ADM,Heather Ortiz,Female,4.19
G-31,299,MSE,Randy Bush,Male,4.02
G-31,1550,SBS,Jonathan Garcia,Male,4.01
G-31,3499,ADM,Ashley Garcia,Female,3.83
G-31,3714,NIE,James Adams,Male,4.02
G-31,4749,SBS,Kristen Howell,Female,3.86
G-31,4155,NIE,Brian Cochran,Male,4.1
G-31,1358,SPMS,Jennifer Lee,Female,3.95
G-31,4671,SSS,Jenna Smith,Female,4.01
G-31,440,CoB (NBS),Kevin Adams,Male,3.98
G-31,2662,MSE,Michael Webster,Male,4.08
G-31,2369,NIE,Aaron Scott,Male,3.82
G-31,4156,ASE,Aimee Schultz,Female,3.98
G-31,3458,CoB (NBS),Michael Johnson,Male,3.98
G-31,5373,CoB (NBS),Parker Adams,Male,3.84
G-31,1400,WKW SCI,Joshua Jones,Male,3.92
G-31,3293,SPMS,Laurie Farley,Female,4.03
G-31,1822,SSS,Eddie Ford,Male,4.0
G-31,651,MAE,Crystal Miller,Female,4.02
G-31,329,SBS,John Huff,Male,3.8
G-31,4257,CoE,Eric Oconnor,Male,3.95
G-31,3256,CCDS,Joseph Coleman,Male,3.85
G-31,1380,WKW SCI,Timothy Harrington,Male,3.93
G-31,1340,SPMS,Jennifer Cunningham,Female,3.86
G-31,5263,NIE,Dr. Andres Baker,Male,3.84
G-31,5671,CoE,John Lambert,Male,3.94
G-31,2428,MAE,Sarah Avery,Female,4.11
G-32,2571,SoH,Deanna Wagner,Female,4.09
G-32,3479,CCDS,David Erickson,Male,4.04
G-32,173,NIE,William Dennis,Male,4.11
G-32,2567,SBS,John Christensen,Male,4.06
G-32,2372,CCEB,Jessica Stephens,Female,4.09
G-32,4306,CoE,Margaret Webb,Female,3.89
G-32,2669,CCEB,Jacob Landry,Male,3.96
G-32,5993,CCEB,Dr. Jennifer Garcia,Female,4.1
G-32,4862,ADM,Anthony Dixon,Male,4.04
G-32,1050,ASE,Jonathan Vazquez,Male,3.87
G-32,3945,WKW SCI,Cory Chandler,Male,3.96
G-32,3594,CCDS,Lisa Krause,Female,4.01
G-32,2419,CoE,William Brown,Male,3.96
G-32,263,ADM,Robert Woods,Male,4.06
G-32,2743,ADM,Michael Brown,Male,3.94
G-32,4069,CCEB,Chad Jones,Male,4.12
G-32,454,SBS,Natalie Barnett,Female,3.94
G-32,745,CoE,Kathy Herrera,Female,3.96
G-32,2170,MSE,Katie Jackson,Female,3.83
G-32,5552,SSS,Courtney Brown,Female,3.95
G-32,396,WKW SCI,Jennifer Smith,Female,4.04
G-32,559,CCEB,Caitlyn Lang,Female,4.02
G-32,348,CCEB,Jason Scott,Male,4.09
G-32,4917,SBS,Gabrielle Rojas,Female,4.02
G-32,272,MAE,Amanda Carrillo,Female,3.95
G-32,2578,CoE,Jennifer Hernandez,Female,3.98
G-32,5364,SPMS,Catherine Walker,Female,4.27
G-32,1130,SSS,Deborah Hopkins,Female,3.9
G-32,1338,NIE,William Hanson,Male,4.11
G-32,2634,NIE,Abigail Thomas,Female,3.96
G-32,5092,CoE,Craig Martinez,Male,3.86
G-32,2999,MSE,Charles Wood,Male,3.98
G-32,756,SPMS,Rebecca Jackson,Female,4.1
G-32,5912,MSE,Bethany Nguyen,Female,4.06
G-32,4431,MSE,Cassie Cunningham,Female,3.91
G-32,5956,CoE,Rachel Kelley,Female,4.05
G-32,3013,ASE,Kathleen Garcia,Female,4.02
G-32,495,SPMS,Matthew Barnett,Male,3.9
G-32,192,WKW SCI,Carolyn Hood,Female,3.9
G-32,4389,ASE,Terri Lee,Female,4.12
G-32,779,CoB (NBS),Grant Rodriguez,Male,4.04
G-32,2733,SBS,Tammy Rivera,Female,4.01
G-32,1695,CoB (NBS),Richard Marshall,Male,3.88
G-32,5521,SBS,Michael Rivas,Male,4.07
G-32,2390,ADM,Taylor Hoffman,Female,4.11
G-32,3396,WKW SCI,Jose Bruce,Male,4.01
G-32,1730,MSE,Mariah Page,Female,3.91
G-32,3895,CoE,Linda Washington,Female,4.03
G-32,1169,MAE,Michael Smith,Male,4.0
G-32,5698,SSS,Donna Young,Female,4.0
G-33,1741,WKW SCI,Bonnie Oneal,Female,4.13
G-33,5345,SSS,Ryan Owens,Male,3.94
G-33,149,CCDS,Jennifer Jackson,Female,4.03
G-33,2860,CoB (NBS),Linda Ramirez,Female,3.89
G-33,1177,SBS,Lacey Owen,Female,4.11
G-33,970,CoB (NBS),Cathy Clark,Female,3.95
G-33,4131,CCDS,Tammy Mercado,Female,4.16
G-33,3020,SSS,Rhonda Morrison,Female,4.07
G-33,2456,ADM,William Villarreal,Male,4.12
G-33,1677,CCEB,John Mcmillan,Male,4.08
G-33,5364,EEE,Victor Mckinney,Male,3.87
G-33,650,NIE,Anthony Bennett,Male,3.89
G-33,3706,CCEB,Julia Baldwin,Female,3.96
G-33,4928,WKW SCI,April Burnett,Female,4.02
G-33,5983,EEE,Dakota Warren,Male,4.14
G-33,4757,CCDS,Gilbert Jacobson,Male,3.81
G-33,5980,MAE,William Ward,Male,4.02
G-33,958,SoH,Larry Gill,Male,4.01
G-33,724,SBS,Elizabeth Rogers,Female,4.01
G-33,4875,CoE,Brandon Murphy,Male,3.93
G-33,274,MAE,Ashley Johnson,Female,3.93
G-33,5677,ADM,Ashley Osborn,Female,3.88
G-33,414,NIE,Shane Mclaughlin,Male,3.95
G-33,4064,SPMS,Shane Jenkins,Male,3.98
G-33,4866,ADM,Colleen Black,Female,4.14
G-33,967,SSS,Christopher Davis,Male,3.95
G-33,964,SPMS,Mrs. Heather Harris,Female,4.03
G-33,1000,CCDS,Kenneth Woods,Male,4.04
G-33,1486,CoE,Michael Hinton,Male,3.92
G-33,5820,ADM,Tyler Holder,Male,3.81
G-33,2710,SPMS,David Richardson,Male,3.96
G-33,4726,ASE,Alan Morton,Male,3.87
G-33,847,EEE,Stephen Gamble,Male,3.92
G-33,1040,SBS,Gwendolyn Hughes,Female,3.82
G-33,1107,MAE,Alexis Wu,Female,3.96
G-33,3216,CCEB,Eric Brown,Male,3.87
G-33,4375,SBS,Frank Ruiz,Male,3.99
G-33,2953,SoH,Zachary Beck,Male,3.79
G-33,59,CCDS,Thomas Johnson MD,Male,3.8
G-33,3077,EEE,Sally Smith,Female,3.87
G-33,1515,SBS,David Baker,Male,4.14
G-33,3514,CoB (NBS),Breanna King,Female,3.87
G-33,3036,EEE,Elizabeth Walton,Female,4.2
G-33,1310,CoE,Jeffrey Calderon,Male,3.9
G-33,4132,WKW SCI,Jesse Foster,Male,4.08
G-33,3039,EEE,Courtney Baker,Female,4.07
G-33,3936,MSE,Bonnie Lopez,Female,4.13
G-33,5121,SBS,Monica Reed,Female,3.82
G-33,2822,NIE,Krista Pearson,Female,3.93
G-33,605,CCDS,Daniel Soto,Male,4.02
G-34,1963,CCDS,Brenda Castaneda,Female,4.06
G-34,1238,SBS,Rodney Cunningham,Male,4.07
G-34,4356,SSS,William Solis,Male,4.11
G-34,1962,CCEB,Jennifer Smith,Female,3.98
G-34,4727,SSS,Meghan Sanders,Female,3.94
G-34,4249,CCEB,Alfred White,Male,3.92
G-34,5555,CCEB,Kevin Sullivan,Male,3.88
G-34,875,MSE,Alan Cantrell,Male,3.88
G-34,3772,ADM,Jacob Rush,Male,4.0
G-34,1353,SSS,Laurie Erickson,Female,4.01
G-34,3832,SBS,Mark Kerr,Male,3.94
G-34,1153,CCEB,Ashley Richardson MD,Female,3.92
G-34,1138,ADM,Austin Murillo,Male,4.08
G-34,1124,CoB (NBS),Jennifer Myers,Female,4.0
G-34,2557,SSS,Adrian Vincent,Male,4.12
G-34,5926,MAE,Amy Sanders,Female,4.07
G-34,1459,ASE,Shannon Rosales,Female,4.09
G-34,5600,MAE,Taylor White,Male,4.08
G-34,1961,EEE,Michael Brooks,Male,3.85
G-34,3367,SoH,Dr. Monica Acosta,Female,3.91
G-34,3786,SoH,Michelle Campos,Female,4.07
G-34,5763,ASE,Ethan Ford,Male,4.02
G-34,5703,SoH,Benjamin Jones,Male,4.07
G-34,245,ASE,Lisa Miller,Female,4.01
G-34,4920,WKW SCI,Angela Morris,Female,4.07
G-34,3411,EEE,Courtney Thomas,Female,4.19
G-34,1371,CCDS,Tami Warner,Female,3.99
G-34,2054,CoB (NBS),Dave Pace,Male,3.97
G-34,807,MAE,Jimmy Martinez,Male,4.07
G-34,3911,CoE,Jennifer Bradley,Female,3.76
G-34,5416,ADM,Thomas Gray,Male,4.08
G-34,445,CoE,Kenneth Miller,Male,3.77
G-34,3789,CCDS,Kimberly Ramirez,Female,4.11
G-34,1484,SBS,Olivia Randall,Female,4.13
G-34,1932,MSE,Amanda Walters,Female,3.76
G-34,306,EEE,Jennifer Contreras,Female,3.98
G-34,4363,WKW SCI,Robert Turner,Male,4.23
G-34,3464,CoE,Juan Cohen,Male,3.74
G-34,3051,EEE,Keith Crawford,Male,4.03
G-34,5660,SSS,Dale Davis,Male,3.93
G-34,5988,EEE,Mr. John Rios,Male,3.99
G-34,303,SoH,Richard Briggs,Male,4.1
G-34,1886,EEE,Catherine Richards,Female,4.12
G-34,5462,CoB (NBS),Jennifer Jones,Female,3.96
G-34,2092,CCEB,Jonathan Bass,Male,4.0
G-34,2507,MSE,Jeanne Snyder,Female,3.93
G-34,2901,CCEB,Tammy Torres,Female,4.07
G-34,5483,NIE,Susan Harrington,Female,3.98
G-34,2740,SBS,Zoe Mccarty,Female,4.05
G-34,2514,SoH,Adam Wall,Male,3.93
G-35,3551,MSE,Karen Sherman,Female,3.94
G-35,2304,NIE,Alexander Vasquez,Male,4.05
G-35,3963,NIE,Aaron Collins,Male,4.0
G-35,4787,EEE,Larry Ho,Male,3.94
G-35,4645,CCEB,Wesley Mills,Male,4.04
G-35,1897,SoH,Pamela Terry,Female,3.87
G-35,2955,CCDS,Bryan Schneider,Male,4.09
G-35,5413,ADM,Andrew Nguyen,Male,4.07
G-35,1628,MSE,Joann Vasquez,Female,3.99
G-35,2428,ASE,Carol Wilson,Female,4.07
G-35,1996,SPMS,Steven Phillips,Male,4.01
G-35,4458,CoE,Gavin Burns,Male,3.97
G-35,839,ADM,Stephen Moody,Male,3.92
G-35,696,MAE,Karen White DDS,Female,4.04
G-35,129,CoB (NBS),Megan Robinson,Female,4.02
G-35,5814,EEE,Christine Carpenter,Female,3.85
G-35,158,CoE,Mrs. Stephanie Butler MD,Female,3.93
G-35,5111,NIE,Regina Brooks,Female,4.06
G-35,2799,CoE,Carrie Reynolds,Female,4.1
G-35,5599,CCEB,Sarah Hernandez,Female,4.13
G-35,367,CCDS,Brenda Frazier,Female,4.05
G-35,3313,NIE,Victoria Johnson,Female,4.0
G-35,2131,MAE,Robert King,Male,4.02
G-35,4086,MAE,Joshua Burgess,Male,3.92
G-35,1703,SPMS,Matthew Smith,Male,4.02
G-35,2679,CCDS,Jay Torres,Male,4.12
G-35,3953,CCEB,Patrick Cobb,Male,3.87
G-35,4409,EEE,Scott Ruiz,Male,3.77
G-35,1151,NIE,Jacob Byrd,Male,4.06
G-35,4555,NIE,Carrie Deleon,Female,3.9
G-35,1012,CCDS,Alexis Greene,Female,4.1
G-35,1948,ASE,Cindy Clark,Female,4.02
G-35,5633,SPMS,Lisa Lopez,Female,3.93
G-35,405,MSE,Hunter Pittman,Male,3.97
G-35,3994,NIE,Ashley Smith,Female,4.1
G-35,2777,SoH,Brandon Johnson,Male,3.99
G-35,3025,MAE,Jared Burke,Male,4.02
G-35,2116,CCEB,Bobby Clark,Male,4.03
G-35,1060,NIE,Zoe Phillips,Female,4.04
G-35,3624,WKW SCI,Aaron Alexander,Male,4.23
G-35,5740,MSE,Gregory Hartman,Male,4.03
G-35,5621,SoH,Albert Guerrero,Male,3.93
G-35,5793,CoE,Christopher Guerrero,Male,3.96
G-35,1754,CCDS,Jamie Cunningham,Female,4.02
G-35,385,EEE,Ms. Claudia Myers,Female,3.96
G-35,5445,SBS,Katelyn Durham,Female,3.74
G-35,957,CoB (NBS),Ashley Martin,Female,4.16
G-35,3923,CoB (NBS),Ann Foster,Female,3.9
G-35,3364,MSE,Jonathan Ruiz,Male,4.04
G-35,4171,WKW SCI,Danielle Nelson,Female,4.01
G-36,3481,MAE,Clinton Young,Male,4.07
G-36,500,CCEB,Lisa Mcdonald,Female,3.92
G-36,521,SBS,David Richmond,Male,4.08
G-36,2976,SoH,Karen Buck,Female,3.86
G-36,4305,SoH,Dr. Michael Stewart,Male,4.07
G-36,1057,MAE,Judith Stone,Female,3.89
G-36,2239,ASE,Morgan Holloway,Female,3.93
G-36,4870,MAE,Christopher Mathews,Male,3.99
G-36,2223,CCEB,Susan Cross,Female,3.92
G-36,1914,NIE,Bryan Decker Jr.,Male,3.88
G-36,2110,CoE,Justin Calderon,Male,4.0
G-36,1402,MSE,Gabrielle Smith,Female,4.33
G-36,5626,CoE,David Lee,Male,4.18
G-36,402,SoH,Jeremy Kirk,Male,3.96
G-36,5509,MSE,Mrs. Lisa Frye,Female,3.83
G-36,4214,SBS,Samuel Riddle,Male,3.92
G-36,55,ASE,David Hanson,Male,4.0
G-36,2716,SoH,Richard Jensen,Male,3.88
G-36,4194,CoB (NBS),Jill Garcia,Female,3.96
G-36,5270,ADM,Sharon Jones,Female,4.2
G-36,4261,CoB (NBS),Andrew Martin,Male,3.97
G-36,5752,SoH,Blake Romero,Male,3.98
G-36,381,MSE,Jacob Thompson,Male,3.92
G-36,1121,CCEB,Ronald Johnston,Male,3.85
G-36,1217,MAE,Kristina Johnson,Female,3.91
G-36,3513,EEE,Justin Hall,Male,4.14
G-36,318,CoB (NBS),Jeffrey Bush,Male,3.8
G-36,826,SoH,Terri Sanders,Female,4.04
G-36,1608,SBS,Kelly Mathis,Female,3.94
G-36,2393,MAE,Andrew Cox,Male,3.93
G-36,4864,SPMS,Ashley Brown,Female,3.73
G-36,3971,CCEB,Erika Hernandez,Female,4.13
G-36,4085,MSE,Stacey Lewis,Female,3.94
G-36,327,EEE,Lisa Miles,Female,4.1
G-36,5060,WKW SCI,Marissa Preston,Female,4.0
G-36,4661,CCDS,Jeffrey Perkins,Male,3.96
G-36,93,EEE,Erik Hahn,Male,4.09
G-36,5656,ADM,Mrs. Jessica Esparza,Female,3.93
G-36,5483,CoE,David Campos,Male,4.03
G-36,1245,NIE,Kyle Reed,Male,4.16
G-36,4636,MSE,Stephanie Miller,Female,4.13
G-36,5677,SBS,Noah Oliver,Male,3.79
G-36,2115,CoB (NBS),Natasha Ward,Female,3.93
G-36,2338,NIE,Gary Conner,Male,4.07
G-36,3082,CCDS,Richard Sanchez,Male,4.03
G-36,3909,ASE,Teresa Higgins,Female,4.07
G-36,2254,CoE,Jonathan Davis,Male,3.83
G-36,832,MSE,Deborah Richardson,Female,3.84
G-36,4562,NIE,Mr. David Mcgee MD,Male,4.18
G-36,2322,SPMS,Brooke Jones,Female,4.05
G-37,3448,SSS,Debra Brown,Female,3.92
G-37,4667,CCDS,Colton Gardner,Male,4.04
G-37,5884,ADM,Brandon Cooper,Male,3.89
G-37,4654,CCDS,John Wright,Male,4.1
G-37,2112,ASE,Matthew Moore,Male,4.04
G-37,4228,WKW SCI,Colin Williams,Male,3.84
G-37,3469,CoB (NBS),Kendra Donaldson,Female,3.95
G-37,4756,WKW SCI,Janice Cline,Female,3.92
G-37,842,SBS,Michael Wyatt,Male,4.1
G-37,3134,SBS,Allison Jackson,Female,4.01
G-37,5894,SBS,Johnathan Norton,Male,4.1
G-37,870,EEE,Autumn Kerr,Female,3.99
G-37,3768,CCEB,Christina Freeman,Female,4.0
G-37,2067,MSE,Michael Frazier,Male,3.93
G-37,2704,MSE,Bradley Burke,Male,4.07
